fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,12,24,GUJARAT,675,GIR SOMNATH,IGNDPS,836,148,17,209,459,550,548,30/07/24
2023-2024,12,27,MAHARASHTRA,470,BEED,IGNDPS,257,0,0,257,0,242,6,30/07/24
2023-2024,12,27,MAHARASHTRA,471,BHANDARA,IGNDPS,201,26,7,117,51,196,200,30/07/24
2023-2024,12,27,MAHARASHTRA,473,CHANDRAPUR,IGNDPS,1227,41,36,1056,94,1029,776,30/07/24
2023-2024,12,27,MAHARASHTRA,476,GONDIA,IGNDPS,292,45,18,138,91,256,224,30/07/24
2023-2024,12,27,MAHARASHTRA,484,NAGPUR,IGNDPS,102,0,0,101,1,93,27,30/07/24
2023-2024,12,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,505,12,298,169,26,481,66,30/07/24
2023-2024,12,27,MAHARASHTRA,490,PUNE,IGNDPS,122,12,2,103,5,98,40,30/07/24
2023-2024,12,27,MAHARASHTRA,494,SATARA,IGNDPS,110,4,3,88,15,109,108,30/07/24
2023-2024,12,27,MAHARASHTRA,495,SINDHUDURG,IGNDPS,126,5,0,106,15,125,60,30/07/24
2023-2024,12,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNDPS,1047,69,32,99,847,667,305,30/07/24
2023-2024,12,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNDPS,2600,603,132,574,1291,1522,1348,30/07/24
2023-2024,12,29,KARNATAKA,526,BENGALURU RURAL,IGNDPS,765,81,11,207,466,755,588,30/07/24
2023-2024,12,29,KARNATAKA,527,BELGAUM,IGNDPS,6898,663,220,1021,4994,6570,4783,30/07/24
2023-2024,12,29,KARNATAKA,533,CHITRADURGA,IGNDPS,378,16,3,22,337,368,290,30/07/24
2023-2024,12,29,KARNATAKA,539,HASSAN,IGNDPS,1911,157,22,312,1420,1901,1520,30/07/24
2023-2024,12,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,30/07/24
2023-2024,12,3,PUNJAB,43,SANGRUR,IGNDPS,553,37,0,501,15,304,419,30/07/24
2023-2024,12,3,PUNJAB,609,TARAN TARAN,IGNDPS,244,5,0,239,0,119,190,30/07/24
2023-2024,12,32,KERALA,554,ALAPPUZHA,IGNDPS,1981,49,9,1923,0,1117,1078,30/07/24
2023-2024,12,32,KERALA,557,KANNUR,IGNDPS,2645,19,37,2589,0,1981,2166,30/07/24
2023-2024,12,32,KERALA,559,KOLLAM,IGNDPS,3047,88,62,2897,0,1741,1912,30/07/24
2023-2024,12,32,KERALA,564,PATHANAMTHITTA,IGNDPS,992,36,29,927,0,680,622,30/07/24
2023-2024,12,33,TAMIL NADU,568,CHENNAI,IGNDPS,2811,636,0,144,2031,1078,2778,30/07/24
2023-2024,12,33,TAMIL NADU,572,DINDIGUL,IGNDPS,460,91,0,5,364,244,455,30/07/24
2023-2024,12,33,TAMIL NADU,574,KANCHEEPURAM,IGNDPS,2212,485,16,1367,344,1179,2210,30/07/24
2023-2024,12,33,TAMIL NADU,578,MADURAI,IGNDPS,2065,107,0,1451,507,1130,2037,30/07/24
2023-2024,12,33,TAMIL NADU,580,NAMAKKAL,IGNDPS,69,30,0,0,39,53,69,30/07/24
2023-2024,12,33,TAMIL NADU,584,SALEM,IGNDPS,3170,543,102,1601,924,2653,3146,30/07/24
2023-2024,12,33,TAMIL NADU,591,THIRUCHIRAPPALLI,IGNDPS,1272,162,2,29,1079,1188,1271,30/07/24
2023-2024,12,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,30/07/24
2023-2024,12,35,ANDAMAN AND NICOBAR,632,NORTH AND MIDDLE ANDAMAN,IGNDPS,178,0,0,178,0,145,177,30/07/24
2023-2024,12,36,TELANGANA,507,HYDERABAD,IGNDPS,1032,40,7,735,250,1029,963,30/07/24
2023-2024,12,36,TELANGANA,518,RANGAREDDI,IGNDPS,2395,541,114,233,1507,2078,2254,30/07/24
2023-2024,12,36,TELANGANA,683,RAJANNA SIRCILLA,IGNDPS,42,19,6,0,17,42,24,30/07/24
2023-2024,12,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNDPS,163,33,1,0,129,163,147,30/07/24
2023-2024,12,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNDPS,713,89,217,0,407,713,624,30/07/24
2023-2024,12,36,TELANGANA,698,VIKARABAD,IGNDPS,578,118,57,15,388,563,557,30/07/24
2023-2024,12,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNDPS,43,0,43,0,0,0,0,30/07/24
2023-2024,12,6,HARYANA,59,BHIWANI,IGNDPS,1155,399,0,472,284,711,538,30/07/24
2023-2024,12,6,HARYANA,619,PALWAL,IGNDPS,950,221,0,376,353,681,541,30/07/24
2023-2024,12,6,HARYANA,63,HISAR,IGNDPS,2415,721,0,1172,522,1623,824,30/07/24
2023-2024,12,6,HARYANA,65,JIND,IGNDPS,2146,510,0,1099,537,1579,1197,30/07/24
2023-2024,12,6,HARYANA,73,ROHTAK,IGNDPS,1316,332,0,740,244,981,464,30/07/24
2023-2024,12,7,DELHI,83,SOUTH,IGNDPS,686,0,0,681,5,686,636,30/07/24
2023-2024,12,8,RAJASTHAN,111,PALI,IGNDPS,407,141,35,42,189,321,357,30/07/24
2023-2024,12,8,RAJASTHAN,114,SIKAR,IGNDPS,746,180,24,202,340,625,651,30/07/24
2023-2024,12,8,RAJASTHAN,87,ALWAR,IGNDPS,799,158,96,215,330,644,720,30/07/24
2023-2024,12,8,RAJASTHAN,90,BARMER,IGNDPS,1068,184,76,200,608,847,871,30/07/24
2023-2024,12,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,30/07/24
2023-2024,12,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,30/07/24
2023-2024,12,8,RAJASTHAN,99,DUNGARPUR,IGNDPS,1414,41,1133,99,141,945,1079,30/07/24
2023-2024,12,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNDPS,4901,1083,6,1222,2590,1922,3195,30/07/24
2023-2024,12,9,UTTAR PRADESH,128,BANDA,IGNDPS,1516,312,1,355,848,608,1035,30/07/24
2023-2024,12,9,UTTAR PRADESH,129,BARABANKI,IGNDPS,2326,669,0,726,931,980,1718,30/07/24
2023-2024,12,9,UTTAR PRADESH,142,FATEHPUR,IGNDPS,1863,505,2,476,880,847,1211,30/07/24
2023-2024,12,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNDPS,378,79,0,99,200,121,249,30/07/24
2023-2024,12,9,UTTAR PRADESH,147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,30/07/24
2023-2024,12,9,UTTAR PRADESH,155,KANNAUJ,IGNDPS,1052,220,3,274,555,480,665,30/07/24
2023-2024,12,9,UTTAR PRADESH,158,KAUSHAMBI,IGNDPS,1405,589,0,303,513,632,975,30/07/24
2023-2024,12,9,UTTAR PRADESH,164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,30/07/24
2023-2024,12,9,UTTAR PRADESH,165,MAHOBA,IGNDPS,235,62,0,37,136,78,175,30/07/24
2023-2024,12,9,UTTAR PRADESH,166,MAINPURI,IGNDPS,1296,260,1,266,769,626,897,30/07/24
2023-2024,12,9,UTTAR PRADESH,173,PILIBHIT,IGNDPS,1628,258,0,325,1045,697,1188,30/07/24
2023-2024,10,1,JAMMU AND KASHMIR,10,POONCH,IGNDPS,303,0,105,143,55,140,0,30/07/24
2023-2024,10,1,JAMMU AND KASHMIR,4,DODA,IGNDPS,222,19,12,191,0,156,8,30/07/24
2023-2024,10,1,JAMMU AND KASHMIR,626,GANDERWAL,IGNDPS,106,0,18,55,33,78,16,30/07/24
2023-2024,10,10,BIHAR,198,JAMUI,IGNDPS,1599,385,86,323,805,898,1217,30/07/24
2023-2024,10,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,30/07/24
2023-2024,10,10,BIHAR,217,SAMASTIPUR,IGNDPS,4608,701,22,3390,495,3301,3691,30/07/24
2023-2024,10,11,SIKKIM,225,EAST DISTRICT,IGNDPS,59,8,19,17,15,0,6,30/07/24
2023-2024,10,11,SIKKIM,227,SOUTH DISTRICT,IGNDPS,192,13,58,65,56,0,98,30/07/24
2023-2024,10,12,ARUNACHAL PRADESH,229,CHANGLANG,IGNDPS,230,0,230,0,0,140,202,30/07/24
2023-2024,10,12,ARUNACHAL PRADESH,242,WEST KAMENG,IGNDPS,129,0,129,0,0,56,0,30/07/24
2023-2024,10,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNDPS,31,0,31,0,0,12,0,30/07/24
2023-2024,10,13,NAGALAND,248,PHEK,IGNDPS,145,0,145,0,0,0,0,30/07/24
2023-2024,10,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,30/07/24
2023-2024,10,14,MANIPUR,259,THOUBAL,IGNDPS,168,27,0,0,141,35,0,30/07/24
2023-2024,10,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,5,30/07/24
2023-2024,10,15,MIZORAM,267,SAIHA,IGNDPS,45,0,23,22,0,19,27,30/07/24
2023-2024,10,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,30/07/24
2023-2024,10,15,MIZORAM,727,SAITUAL,IGNDPS,20,0,20,0,0,17,19,30/07/24
2023-2024,10,17,MEGHALAYA,273,EAST GARO HILLS,IGNDPS,132,1,123,8,0,116,6,30/07/24
2023-2024,10,17,MEGHALAYA,656,NORTH GARO HILLS,IGNDPS,98,0,98,0,0,49,0,30/07/24
2023-2024,10,18,ASSAM,280,BARPETA,IGNDPS,982,11,1,966,4,762,800,30/07/24
2023-2024,10,18,ASSAM,284,DHEMAJI,IGNDPS,748,44,255,126,323,596,491,30/07/24
2023-2024,10,18,ASSAM,287,GOALPARA,IGNDPS,1271,33,74,1129,35,888,929,30/07/24
2023-2024,10,18,ASSAM,288,GOLAGHAT,IGNDPS,1235,35,23,1107,70,757,478,30/07/24
2023-2024,10,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,604,379,30/07/24
2023-2024,10,18,ASSAM,296,MORIGAON,IGNDPS,1451,147,137,1033,134,782,338,30/07/24
2023-2024,10,18,ASSAM,297,NAGAON,IGNDPS,2322,227,79,1822,194,1389,1425,30/07/24
2023-2024,10,18,ASSAM,301,SONITPUR,IGNDPS,1468,18,15,1377,58,816,778,30/07/24
2023-2024,10,18,ASSAM,707,SOUTH SALMARA-MANCACHAR,IGNDPS,495,5,0,486,4,326,195,30/07/24
2023-2024,10,19,WEST BENGAL,306,PURBA BURDWAN,IGNDPS,2748,914,147,1551,136,2665,2392,30/07/24
2023-2024,10,19,WEST BENGAL,313,HOWRAH,IGNDPS,1728,279,6,1420,23,1646,1579,30/07/24
2023-2024,10,19,WEST BENGAL,316,MALDAH,IGNDPS,1671,188,15,1450,18,1595,1515,30/07/24
2023-2024,10,19,WEST BENGAL,317,PURBA MEDINIPUR,IGNDPS,4049,422,46,3562,19,3917,3710,30/07/24
2023-2024,10,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNDPS,3354,714,261,2329,50,3231,3155,30/07/24
2023-2024,10,2,HIMACHAL PRADESH,19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,30/07/24
2023-2024,10,2,HIMACHAL PRADESH,20,KULLU,IGNDPS,32,8,0,20,4,11,0,30/07/24
2023-2024,10,2,HIMACHAL PRADESH,25,SOLAN,IGNDPS,98,31,7,57,3,17,0,30/07/24
2023-2024,10,20,JHARKHAND,322,BOKARO,IGNDPS,764,113,71,187,393,764,487,30/07/24
2023-2024,10,20,JHARKHAND,329,GIRIDIH,IGNDPS,1725,166,111,705,743,1679,1095,30/07/24
2023-2024,10,20,JHARKHAND,331,GUMLA,IGNDPS,713,18,451,85,159,682,537,30/07/24
2023-2024,10,20,JHARKHAND,332,HAZARIBAG,IGNDPS,1831,232,11,1484,104,1827,1331,30/07/24
2023-2024,10,20,JHARKHAND,333,JAMTARA,IGNDPS,1043,185,199,65,594,1014,1006,30/07/24
2023-2024,10,20,JHARKHAND,337,PAKUR,IGNDPS,534,11,121,148,254,530,497,30/07/24
2023-2024,10,20,JHARKHAND,607,RAMGARH,IGNDPS,99,17,15,6,61,97,87,30/07/24
2023-2024,10,21,ODISHA,348,BHADRAK,IGNDPS,2897,292,19,2046,540,2716,2138,30/07/24
2023-2024,10,21,ODISHA,355,JAGATSINGHAPUR,IGNDPS,1932,277,2,1202,451,1853,864,30/07/24
2023-2024,10,21,ODISHA,359,KANDHAMAL,IGNDPS,1655,506,604,428,117,1652,781,30/07/24
2023-2024,10,21,ODISHA,363,KORAPUT,IGNDPS,4282,673,1950,1214,445,4122,1988,30/07/24
2023-2024,10,21,ODISHA,364,MALKANGIRI,IGNDPS,1619,280,554,769,16,1617,567,30/07/24
2023-2024,10,21,ODISHA,365,MAYURBHANJ,IGNDPS,5094,302,1832,1946,1014,5040,1523,30/07/24
2023-2024,10,21,ODISHA,371,SAMBALPUR,IGNDPS,2653,347,652,1203,451,2639,2086,30/07/24
2023-2024,10,21,ODISHA,373,SUNDARGARH,IGNDPS,4570,312,1628,2348,282,4406,3355,30/07/24
2023-2024,10,22,CHHATTISGARH,384,KOREA,IGNDPS,126,19,49,10,48,125,60,30/07/24
2023-2024,10,22,CHHATTISGARH,387,RAIPUR,IGNDPS,1729,114,54,1074,487,1383,707,30/07/24
2023-2024,10,22,CHHATTISGARH,649,BALRAMPUR,IGNDPS,1439,32,410,789,208,1322,994,30/07/24
2023-2024,10,22,CHHATTISGARH,734,GAURELA- PENDRA-MARWAHI,IGNDPS,1269,32,149,951,137,1066,385,30/07/24
2023-2024,10,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNDPS,604,67,55,119,363,601,375,30/07/24
2023-2024,10,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNDPS,531,44,237,91,159,520,144,30/07/24
2023-2024,10,23,MADHYA PRADESH,392,BALAGHAT,IGNDPS,2214,205,402,60,1547,1481,650,30/07/24
2023-2024,10,23,MADHYA PRADESH,401,DATIA,IGNDPS,1141,430,26,115,570,611,318,30/07/24
2023-2024,10,23,MADHYA PRADESH,402,DEWAS,IGNDPS,2851,932,482,360,1077,1297,778,30/07/24
2023-2024,10,23,MADHYA PRADESH,418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,30/07/24
2023-2024,10,23,MADHYA PRADESH,424,REWA,IGNDPS,4515,1010,587,1261,1657,1737,1195,30/07/24
2023-2024,10,23,MADHYA PRADESH,428,SEONI,IGNDPS,2015,297,700,194,824,1259,622,30/07/24
2023-2024,10,23,MADHYA PRADESH,435,UJJAIN,IGNDPS,1305,569,51,220,465,785,688,30/07/24
2023-2024,10,24,GUJARAT,444,DANG,IGNDPS,201,4,188,9,0,199,201,30/07/24
2023-2024,10,24,GUJARAT,447,JAMNAGAR,IGNDPS,657,35,1,593,28,635,382,30/07/24
2023-2024,10,24,GUJARAT,448,JUNAGADH,IGNDPS,601,114,47,316,117,520,419,30/07/24
2023-2024,10,24,GUJARAT,450,KHEDA,IGNDPS,1949,107,13,1582,247,1663,648,30/07/24
2023-2024,10,24,GUJARAT,455,PATAN,IGNDPS,441,57,6,166,212,404,367,30/07/24
2023-2024,10,24,GUJARAT,457,RAJKOT,IGNDPS,971,102,11,549,284,909,732,30/07/24
2023-2024,10,24,GUJARAT,458,SABAR KANTHA,IGNDPS,626,124,145,121,236,559,614,30/07/24
2023-2024,10,24,GUJARAT,669,MAHISAGAR,IGNDPS,1316,68,106,1089,53,1203,825,30/07/24
2023-2024,10,24,GUJARAT,673,MORBI,IGNDPS,301,51,4,121,125,300,266,30/07/24
2023-2024,10,24,GUJARAT,674,DEVBHUMI DWARKA,IGNDPS,335,20,0,241,74,217,216,30/07/24
2023-2024,10,27,MAHARASHTRA,467,AKOLA,IGNDPS,274,0,0,274,0,239,5,30/07/24
2023-2024,10,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,422,35,133,235,19,326,126,30/07/24
2023-2024,10,27,MAHARASHTRA,473,CHANDRAPUR,IGNDPS,1227,41,36,1056,94,1029,776,30/07/24
2023-2024,10,27,MAHARASHTRA,474,DHULE,IGNDPS,135,4,12,113,6,99,5,30/07/24
2023-2024,10,27,MAHARASHTRA,489,PARBHANI,IGNDPS,195,3,0,190,2,174,40,30/07/24
2023-2024,10,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,228,15,0,119,94,225,143,30/07/24
2023-2024,10,27,MAHARASHTRA,493,SANGLI,IGNDPS,124,12,0,96,16,124,122,30/07/24
2023-2024,10,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,296,13,17,239,27,290,120,30/07/24
2023-2024,10,28,ANDHRA PRADESH,511,KURNOOL,IGNDPS,1373,229,83,344,717,766,588,30/07/24
2023-2024,10,28,ANDHRA PRADESH,517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1172,30/07/24
2023-2024,10,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNDPS,1433,113,386,332,602,732,434,30/07/24
2023-2024,10,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNDPS,2600,603,132,574,1291,1522,1348,30/07/24
2023-2024,10,29,KARNATAKA,524,BAGALKOTE,IGNDPS,2058,213,59,433,1353,1877,1385,30/07/24
2023-2024,10,29,KARNATAKA,544,MANDYA,IGNDPS,991,55,3,175,758,978,807,30/07/24
2023-2024,10,29,KARNATAKA,545,MYSORE,IGNDPS,2427,322,158,603,1344,2347,1885,30/07/24
2023-2024,10,29,KARNATAKA,635,YADGIR,IGNDPS,136,21,9,6,100,135,1,30/07/24
2023-2024,10,3,PUNJAB,29,FARIDKOT,IGNDPS,209,15,0,192,2,110,163,30/07/24
2023-2024,10,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,30/07/24
2023-2024,10,3,PUNJAB,662,PATHANKOT,IGNDPS,110,6,0,99,5,54,105,30/07/24
2023-2024,10,30,GOA,552,SOUTH GOA,IGNDPS,240,1,65,121,53,187,5,30/07/24
2023-2024,10,33,TAMIL NADU,570,CUDDALORE,IGNDPS,4302,1371,1,205,2725,3304,4240,30/07/24
2023-2024,10,33,TAMIL NADU,572,DINDIGUL,IGNDPS,460,91,0,5,364,244,455,30/07/24
2023-2024,10,33,TAMIL NADU,575,KANYAKUMARI,IGNDPS,1288,32,0,41,1215,1106,1254,30/07/24
2023-2024,9,1,JAMMU AND KASHMIR,621,RAMBAN,IGNDPS,170,3,5,160,2,152,93,30/07/24
2023-2024,9,1,JAMMU AND KASHMIR,623,BANDIPORA,IGNDPS,108,1,16,91,0,64,12,30/07/24
2023-2024,9,1,JAMMU AND KASHMIR,624,SAMBA,IGNDPS,63,11,8,43,1,34,3,30/07/24
2023-2024,9,10,BIHAR,197,GOPALGANJ,IGNDPS,3448,651,161,1533,1103,1828,2765,30/07/24
2023-2024,9,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,30/07/24
2023-2024,9,10,BIHAR,207,MUNGER,IGNDPS,1738,297,27,1317,97,1141,1316,30/07/24
2023-2024,9,10,BIHAR,224,VAISHALI,IGNDPS,3094,718,5,783,1588,2097,2542,30/07/24
2023-2024,9,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,IGNDPS,193,0,193,0,0,63,0,30/07/24
2023-2024,9,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNDPS,101,0,99,2,0,81,12,30/07/24
2023-2024,9,12,ARUNACHAL PRADESH,237,PAPUM PARE,IGNDPS,274,0,274,0,0,168,0,30/07/24
2023-2024,9,12,ARUNACHAL PRADESH,239,TIRAP,IGNDPS,163,0,163,0,0,85,0,30/07/24
2023-2024,9,12,ARUNACHAL PRADESH,679,SIANG,IGNDPS,58,0,58,0,0,41,0,30/07/24
2023-2024,9,13,NAGALAND,613,PEREN,IGNDPS,51,0,51,0,0,0,0,30/07/24
2023-2024,9,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,4,0,20,0,15,0,30/07/24
2023-2024,9,14,MANIPUR,254,CHURACHANDPUR,IGNDPS,88,0,88,0,0,30,0,30/07/24
2023-2024,9,14,MANIPUR,258,TAMENGLONG,IGNDPS,49,0,49,0,0,16,0,30/07/24
2023-2024,9,15,MIZORAM,263,KOLASIB,IGNDPS,49,0,49,0,0,38,40,30/07/24
2023-2024,9,15,MIZORAM,726,HNAHTHIAL,IGNDPS,25,0,24,1,0,22,17,30/07/24
2023-2024,9,16,TRIPURA,271,SOUTH TRIPURA,IGNDPS,304,45,68,141,50,129,0,30/07/24
2023-2024,9,17,MEGHALAYA,273,EAST GARO HILLS,IGNDPS,132,1,123,8,0,116,6,30/07/24
2023-2024,9,18,ASSAM,280,BARPETA,IGNDPS,982,11,1,966,4,762,800,30/07/24
2023-2024,9,18,ASSAM,297,NAGAON,IGNDPS,2320,227,79,1820,194,1387,1423,30/07/24
2023-2024,9,18,ASSAM,618,KAMRUP METRO,IGNDPS,125,16,14,86,9,108,114,30/07/24
2023-2024,9,19,WEST BENGAL,307,BIRBHUM,IGNDPS,5709,1427,87,4056,139,5498,4972,30/07/24
2023-2024,9,19,WEST BENGAL,309,DARJEELING,IGNDPS,769,129,120,486,34,703,618,30/07/24
2023-2024,9,19,WEST BENGAL,310,DINAJPUR DAKSHIN,IGNDPS,603,146,43,403,11,575,579,30/07/24
2023-2024,9,19,WEST BENGAL,311,DINAJPUR UTTAR,IGNDPS,723,158,16,546,3,701,687,30/07/24
2023-2024,9,19,WEST BENGAL,320,NADIA,IGNDPS,4104,757,50,3204,93,3954,3943,30/07/24
2023-2024,9,2,HIMACHAL PRADESH,20,KULLU,IGNDPS,32,8,0,20,4,11,0,30/07/24
2023-2024,9,20,JHARKHAND,327,PURBI SINGHBHUM,IGNDPS,691,41,162,330,158,687,337,30/07/24
2023-2024,9,20,JHARKHAND,329,GIRIDIH,IGNDPS,1725,166,111,705,743,1679,1095,30/07/24
2023-2024,9,20,JHARKHAND,330,GODDA,IGNDPS,1367,160,183,293,731,1345,131,30/07/24
2023-2024,9,20,JHARKHAND,335,LATEHAR,IGNDPS,964,157,399,143,265,964,527,30/07/24
2023-2024,9,20,JHARKHAND,340,SAHEBGANJ,IGNDPS,742,41,96,252,353,726,396,30/07/24
2023-2024,9,20,JHARKHAND,607,RAMGARH,IGNDPS,99,17,15,6,61,97,87,30/07/24
2023-2024,9,21,ODISHA,344,ANGUL,IGNDPS,2321,306,173,824,1018,2315,1797,30/07/24
2023-2024,9,21,ODISHA,356,JAJPUR,IGNDPS,4573,387,44,3041,1101,4554,1810,30/07/24
2023-2024,9,21,ODISHA,365,MAYURBHANJ,IGNDPS,5082,300,1831,1943,1008,5028,1511,30/07/24
2023-2024,9,21,ODISHA,366,NABARANGAPUR,IGNDPS,2632,379,793,1143,317,2545,823,30/07/24
2023-2024,9,21,ODISHA,369,PURI,IGNDPS,3521,227,0,2595,699,3386,2569,30/07/24
2023-2024,9,21,ODISHA,371,SAMBALPUR,IGNDPS,2651,346,652,1203,450,2637,2084,30/07/24
2023-2024,9,22,CHHATTISGARH,384,KOREA,IGNDPS,126,19,49,10,48,125,60,30/07/24
2023-2024,9,22,CHHATTISGARH,645,GARIYABAND,IGNDPS,859,90,187,219,363,828,732,30/07/24
2023-2024,9,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1037,130,27,434,446,921,381,30/07/24
2023-2024,9,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNDPS,1022,305,115,105,497,536,425,30/07/24
2023-2024,9,23,MADHYA PRADESH,395,BHIND,IGNDPS,1696,545,9,445,697,805,740,30/07/24
2023-2024,9,23,MADHYA PRADESH,396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,30/07/24
2023-2024,9,23,MADHYA PRADESH,406,GUNA,IGNDPS,1593,375,249,147,822,746,436,30/07/24
2023-2024,9,23,MADHYA PRADESH,418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,30/07/24
2023-2024,9,23,MADHYA PRADESH,428,SEONI,IGNDPS,2015,297,700,194,824,1259,622,30/07/24
2023-2024,9,23,MADHYA PRADESH,435,UJJAIN,IGNDPS,1305,569,51,220,465,785,688,30/07/24
2023-2024,9,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,30/07/24
2023-2024,9,24,GUJARAT,443,BHAVNAGAR,IGNDPS,514,39,2,209,264,421,376,30/07/24
2023-2024,9,24,GUJARAT,452,NARMADA,IGNDPS,273,12,212,45,4,261,250,30/07/24
2023-2024,9,24,GUJARAT,453,NAVSARI,IGNDPS,274,3,127,144,0,239,3,30/07/24
2023-2024,9,24,GUJARAT,455,PATAN,IGNDPS,441,57,6,166,212,404,367,30/07/24
2023-2024,9,24,GUJARAT,457,RAJKOT,IGNDPS,968,102,11,548,282,906,729,30/07/24
2023-2024,9,24,GUJARAT,458,SABAR KANTHA,IGNDPS,626,124,145,121,236,559,614,30/07/24
2023-2024,9,24,GUJARAT,461,VADODARA,IGNDPS,504,61,22,388,30,374,281,30/07/24
2023-2024,9,24,GUJARAT,669,MAHISAGAR,IGNDPS,1309,68,106,1082,53,1201,820,30/07/24
2023-2024,9,27,MAHARASHTRA,467,AKOLA,IGNDPS,274,0,0,274,0,239,5,30/07/24
2023-2024,9,27,MAHARASHTRA,475,GADCHIROLI,IGNDPS,462,80,93,114,175,453,205,30/07/24
2023-2024,9,27,MAHARASHTRA,477,HINGOLI,IGNDPS,87,10,0,77,0,86,6,30/07/24
2023-2024,9,27,MAHARASHTRA,484,NAGPUR,IGNDPS,100,0,0,100,0,91,26,30/07/24
2023-2024,9,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,502,10,297,169,26,478,65,30/07/24
2023-2024,9,27,MAHARASHTRA,487,NASHIK,IGNDPS,764,16,404,319,25,590,105,30/07/24
2023-2024,9,27,MAHARASHTRA,495,SINDHUDURG,IGNDPS,126,5,0,106,15,125,60,30/07/24
2023-2024,9,27,MAHARASHTRA,499,WASHIM,IGNDPS,52,4,2,44,2,52,6,30/07/24
2023-2024,9,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,576,32,6,185,353,569,422,30/07/24
2023-2024,9,29,KARNATAKA,536,DHARWAR,IGNDPS,590,16,13,40,521,580,393,30/07/24
2023-2024,9,29,KARNATAKA,545,MYSORE,IGNDPS,2427,322,158,603,1344,2347,1885,30/07/24
2023-2024,9,29,KARNATAKA,550,UTTARA KANNADA,IGNDPS,352,24,7,42,279,345,273,30/07/24
2023-2024,9,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,30/07/24
2023-2024,9,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,30/07/24
2023-2024,9,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,30/07/24
2023-2024,9,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,30/07/24
2023-2024,9,3,PUNJAB,609,TARAN TARAN,IGNDPS,244,5,0,239,0,119,190,30/07/24
2023-2024,9,3,PUNJAB,662,PATHANKOT,IGNDPS,110,6,0,99,5,54,105,30/07/24
2023-2024,9,33,TAMIL NADU,575,KANYAKUMARI,IGNDPS,1288,32,0,41,1215,1106,1254,30/07/24
2023-2024,9,33,TAMIL NADU,580,NAMAKKAL,IGNDPS,69,30,0,0,39,53,69,30/07/24
