fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,3,15,MIZORAM,264,LAWNGTLAI,IGNDPS,58,0,53,5,0,5,22,30/07/24
2023-2024,3,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,30/07/24
2023-2024,3,16,TRIPURA,269,DHALAI,IGNDPS,259,70,112,55,22,124,0,30/07/24
2023-2024,3,18,ASSAM,287,GOALPARA,IGNDPS,1271,33,74,1129,35,893,929,30/07/24
2023-2024,3,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,606,380,30/07/24
2023-2024,3,18,ASSAM,617,UDALGURI,IGNDPS,1318,151,615,379,173,927,767,30/07/24
2023-2024,3,18,ASSAM,739,BAJALI,IGNDPS,176,3,2,169,2,122,175,30/07/24
2023-2024,3,19,WEST BENGAL,311,DINAJPUR UTTAR,IGNDPS,722,158,16,545,3,700,692,30/07/24
2023-2024,3,19,WEST BENGAL,315,KOLKATA,IGNDPS,384,2,0,382,0,379,294,30/07/24
2023-2024,3,19,WEST BENGAL,316,MALDAH,IGNDPS,1653,186,15,1434,18,1604,1610,30/07/24
2023-2024,3,2,HIMACHAL PRADESH,26,UNA,IGNDPS,59,17,5,24,13,15,0,30/07/24
2023-2024,3,20,JHARKHAND,325,DHANBAD,IGNDPS,3533,283,112,1545,1593,3434,1235,30/07/24
2023-2024,3,20,JHARKHAND,328,GARHWA,IGNDPS,2020,502,134,557,827,1960,500,30/07/24
2023-2024,3,20,JHARKHAND,330,GODDA,IGNDPS,1365,160,183,292,730,1344,135,30/07/24
2023-2024,3,20,JHARKHAND,333,JAMTARA,IGNDPS,1045,186,199,65,595,1017,1007,30/07/24
2023-2024,3,20,JHARKHAND,338,PALAMU,IGNDPS,1497,380,59,347,711,1453,272,30/07/24
2023-2024,3,20,JHARKHAND,340,SAHEBGANJ,IGNDPS,742,41,96,252,353,726,401,30/07/24
2023-2024,3,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNDPS,906,43,239,84,540,887,549,30/07/24
2023-2024,3,20,JHARKHAND,607,RAMGARH,IGNDPS,99,17,15,6,61,97,97,30/07/24
2023-2024,3,21,ODISHA,344,ANGUL,IGNDPS,2318,306,172,826,1014,2312,1798,30/07/24
2023-2024,3,21,ODISHA,348,BHADRAK,IGNDPS,2890,290,19,2048,533,2709,2120,30/07/24
2023-2024,3,21,ODISHA,354,GANJAM,IGNDPS,5987,722,69,3711,1485,5681,2493,30/07/24
2023-2024,3,21,ODISHA,356,JAJPUR,IGNDPS,4568,386,44,3039,1099,4551,1807,30/07/24
2023-2024,3,21,ODISHA,358,KALAHANDI,IGNDPS,3491,609,479,1108,1295,3383,1563,30/07/24
2023-2024,3,21,ODISHA,360,KENDRAPARA,IGNDPS,3678,501,6,2063,1108,3674,1895,30/07/24
2023-2024,3,21,ODISHA,364,MALKANGIRI,IGNDPS,1628,283,562,767,16,1626,580,30/07/24
2023-2024,3,21,ODISHA,370,RAYAGADA,IGNDPS,1752,269,794,483,206,1648,442,30/07/24
2023-2024,3,21,ODISHA,373,SUNDARGARH,IGNDPS,4570,313,1628,2339,290,4405,3359,30/07/24
2023-2024,3,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1349,35,72,949,293,1141,189,30/07/24
2023-2024,3,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1064,186,36,538,304,882,161,30/07/24
2023-2024,3,22,CHHATTISGARH,380,JASHPUR,IGNDPS,775,62,410,118,185,697,516,30/07/24
2023-2024,3,22,CHHATTISGARH,382,KABIRDHAM,IGNDPS,296,63,50,38,145,270,78,30/07/24
2023-2024,3,22,CHHATTISGARH,387,RAIPUR,IGNDPS,1733,115,57,1075,486,1388,720,30/07/24
2023-2024,3,22,CHHATTISGARH,648,SURAJPUR,IGNDPS,949,47,247,464,191,914,493,30/07/24
2023-2024,3,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1033,130,27,433,443,919,505,30/07/24
2023-2024,3,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNDPS,604,67,55,118,364,601,373,30/07/24
2023-2024,3,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNDPS,1022,305,115,105,497,536,425,30/07/24
2023-2024,3,23,MADHYA PRADESH,396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,30/07/24
2023-2024,3,23,MADHYA PRADESH,397,BURHANPUR,IGNDPS,643,58,102,90,393,380,177,30/07/24
2023-2024,3,23,MADHYA PRADESH,406,GUNA,IGNDPS,1593,375,249,147,822,746,436,30/07/24
2023-2024,3,23,MADHYA PRADESH,421,RAISEN,IGNDPS,3825,927,498,697,1703,1787,586,30/07/24
2023-2024,3,23,MADHYA PRADESH,426,SATNA,IGNDPS,9931,2317,1373,2136,4105,3902,1559,30/07/24
2023-2024,3,23,MADHYA PRADESH,430,SHAJAPUR,IGNDPS,1665,564,69,245,787,795,469,30/07/24
2023-2024,3,24,GUJARAT,439,AMRELI,IGNDPS,567,84,8,111,364,497,458,30/07/24
2023-2024,3,24,GUJARAT,440,ANAND,IGNDPS,1035,142,12,526,351,732,775,30/07/24
2023-2024,3,24,GUJARAT,446,GANDHINAGAR,IGNDPS,152,25,1,77,47,128,112,30/07/24
2023-2024,3,24,GUJARAT,447,JAMNAGAR,IGNDPS,658,35,1,592,30,635,385,30/07/24
2023-2024,3,24,GUJARAT,452,NARMADA,IGNDPS,274,12,213,45,4,262,251,30/07/24
2023-2024,3,24,GUJARAT,456,PORBANDAR,IGNDPS,275,72,11,63,129,268,126,30/07/24
2023-2024,3,24,GUJARAT,462,VALSAD,IGNDPS,409,18,296,33,62,407,407,30/07/24
2023-2024,3,24,GUJARAT,668,CHHOTA UDEPUR,IGNDPS,271,16,233,16,6,250,63,30/07/24
2023-2024,3,24,GUJARAT,674,DEVBHUMI DWARKA,IGNDPS,344,20,0,250,74,224,224,30/07/24
2023-2024,3,27,MAHARASHTRA,471,BHANDARA,IGNDPS,205,28,7,118,52,200,204,30/07/24
2023-2024,3,27,MAHARASHTRA,479,JALNA,IGNDPS,368,0,0,367,1,342,244,30/07/24
2023-2024,3,27,MAHARASHTRA,487,NASHIK,IGNDPS,883,17,459,382,25,698,122,30/07/24
2023-2024,3,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,298,13,19,239,27,291,121,30/07/24
2023-2024,3,29,KARNATAKA,528,BELLARY,IGNDPS,449,62,34,17,336,442,248,30/07/24
2023-2024,3,29,KARNATAKA,529,BIDAR,IGNDPS,1341,171,76,283,811,1316,1124,30/07/24
2023-2024,3,29,KARNATAKA,538,GULBARGA,IGNDPS,1682,325,11,204,1142,1586,1180,30/07/24
2023-2024,3,29,KARNATAKA,541,KODAGU,IGNDPS,585,44,12,190,339,579,407,30/07/24
2023-2024,3,29,KARNATAKA,543,KOPPAL,IGNDPS,1236,83,42,336,775,1223,845,30/07/24
2023-2024,3,29,KARNATAKA,548,TUMKUR,IGNDPS,1826,79,25,1041,681,1816,1568,30/07/24
2023-2024,3,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,30/07/24
2023-2024,3,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,30/07/24
2023-2024,3,3,PUNJAB,37,MANSA,IGNDPS,450,18,0,426,6,291,424,30/07/24
2023-2024,3,3,PUNJAB,43,SANGRUR,IGNDPS,553,37,0,501,15,304,419,30/07/24
2023-2024,3,3,PUNJAB,651,FAZILKA,IGNDPS,306,14,0,290,2,164,261,30/07/24
2023-2024,3,32,KERALA,554,ALAPPUZHA,IGNDPS,1981,49,9,1923,0,1117,1078,30/07/24
2023-2024,3,32,KERALA,556,IDUKKI,IGNDPS,1153,70,46,1037,0,844,690,30/07/24
2023-2024,3,32,KERALA,561,KOZHIKODE,IGNDPS,2433,60,22,2351,0,1479,1880,30/07/24
2023-2024,3,32,KERALA,562,MALAPPURAM,IGNDPS,3615,101,59,3455,0,1984,3150,30/07/24
2023-2024,3,32,KERALA,563,PALAKKAD,IGNDPS,2337,130,83,2124,0,1235,1338,30/07/24
2023-2024,3,33,TAMIL NADU,582,PUDUKKOTTAI,IGNDPS,1131,154,0,176,801,686,1131,30/07/24
2023-2024,3,33,TAMIL NADU,592,TIRUNELVELI,IGNDPS,1880,421,0,585,874,1656,1877,30/07/24
2023-2024,3,33,TAMIL NADU,594,THOOTHUKKUDI,IGNDPS,1230,204,0,126,900,1070,1228,30/07/24
2023-2024,3,36,TELANGANA,507,HYDERABAD,IGNDPS,1032,40,7,735,250,1029,963,30/07/24
2023-2024,3,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,8,2,0,50,60,59,30/07/24
2023-2024,3,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,107,40,0,421,568,554,30/07/24
2023-2024,3,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,9,0,0,24,33,30,30/07/24
2023-2024,3,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNDPS,163,33,1,0,129,163,147,30/07/24
2023-2024,3,36,TELANGANA,693,WANAPARTHY,IGNDPS,549,86,24,23,416,522,438,30/07/24
2023-2024,3,36,TELANGANA,695,JOGULAMBA GADWAL,IGNDPS,793,174,11,24,584,755,545,30/07/24
2023-2024,3,36,TELANGANA,697,YADADRI,IGNDPS,910,192,28,44,646,909,875,30/07/24
2023-2024,3,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNDPS,301,24,27,163,87,76,221,30/07/24
2023-2024,3,5,UTTARAKHAND,50,HARIDWAR,IGNDPS,568,116,5,297,150,202,123,30/07/24
2023-2024,3,6,HARYANA,61,FATEHABAD,IGNDPS,2590,564,0,1671,355,1516,539,30/07/24
2023-2024,3,6,HARYANA,64,JHAJJAR,IGNDPS,1320,136,0,1010,174,871,435,30/07/24
2023-2024,3,6,HARYANA,66,KAITHAL,IGNDPS,2155,683,0,853,619,1325,706,30/07/24
2023-2024,3,6,HARYANA,69,MAHINDERGARH,IGNDPS,1630,254,0,781,595,1075,868,30/07/24
2023-2024,3,6,HARYANA,701,CHARKI DADRI,IGNDPS,348,83,0,157,108,244,208,30/07/24
2023-2024,3,6,HARYANA,74,SIRSA,IGNDPS,1928,743,0,618,567,1352,679,30/07/24
2023-2024,3,6,HARYANA,75,SONIPAT,IGNDPS,3302,359,0,2411,532,1901,498,30/07/24
2023-2024,3,6,HARYANA,76,YAMUNANAGAR,IGNDPS,3185,498,0,2069,618,1900,852,30/07/24
2023-2024,3,8,RAJASTHAN,102,JAIPUR,IGNDPS,489,100,58,153,178,438,470,30/07/24
2023-2024,3,8,RAJASTHAN,111,PALI,IGNDPS,407,141,35,42,189,321,357,30/07/24
2023-2024,3,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1294,204,195,151,744,904,903,30/07/24
2023-2024,3,8,RAJASTHAN,88,BANSWARA,IGNDPS,753,37,633,58,25,507,488,30/07/24
2023-2024,3,8,RAJASTHAN,99,DUNGARPUR,IGNDPS,1414,41,1133,99,141,945,1079,30/07/24
2023-2024,3,9,UTTAR PRADESH,126,BALLIA,IGNDPS,2726,384,43,554,1745,859,1922,30/07/24
2023-2024,3,9,UTTAR PRADESH,133,BUDAUN,IGNDPS,1850,360,7,399,1084,884,1162,30/07/24
2023-2024,3,9,UTTAR PRADESH,134,BULANDSHAHR,IGNDPS,1662,462,3,429,768,678,1107,30/07/24
2023-2024,3,9,UTTAR PRADESH,139,ETAWAH,IGNDPS,806,241,2,129,434,285,523,30/07/24
2023-2024,3,9,UTTAR PRADESH,141,FARRUKHABAD,IGNDPS,1306,191,1,339,775,452,742,30/07/24
2023-2024,3,9,UTTAR PRADESH,146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,30/07/24
2023-2024,3,9,UTTAR PRADESH,151,JALAUN,IGNDPS,907,269,0,269,369,441,601,30/07/24
2023-2024,3,9,UTTAR PRADESH,152,JAUNPUR,IGNDPS,4201,932,3,770,2496,1486,2479,30/07/24
2023-2024,3,9,UTTAR PRADESH,153,JHANSI,IGNDPS,897,312,0,119,466,310,686,30/07/24
2023-2024,3,9,UTTAR PRADESH,163,MAHAMAYA NAGAR (HATHRAS),IGNDPS,911,265,0,251,395,454,737,30/07/24
2023-2024,3,9,UTTAR PRADESH,168,MAU,IGNDPS,1818,502,15,313,988,669,969,30/07/24
2023-2024,3,9,UTTAR PRADESH,176,RAMPUR,IGNDPS,725,87,0,330,308,356,491,30/07/24
2023-2024,3,9,UTTAR PRADESH,186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,30/07/24
2023-2024,3,9,UTTAR PRADESH,187,VARANASI,IGNDPS,1748,279,19,382,1068,706,1213,30/07/24
2023-2024,3,9,UTTAR PRADESH,640,AMETHI,IGNDPS,284,83,0,90,111,112,232,30/07/24
2023-2024,1,1,JAMMU AND KASHMIR,12,RAJAURI,IGNDPS,103,6,8,89,0,36,1,30/07/24
2023-2024,1,1,JAMMU AND KASHMIR,13,SRINAGAR,IGNDPS,122,0,0,122,0,45,21,30/07/24
2023-2024,1,1,JAMMU AND KASHMIR,620,KISHTWAR,IGNDPS,108,0,0,108,0,87,1,30/07/24
2023-2024,1,1,JAMMU AND KASHMIR,622,KULGAM,IGNDPS,111,5,10,95,1,18,0,30/07/24
2023-2024,1,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,30/07/24
2023-2024,1,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,30/07/24
2023-2024,1,10,BIHAR,212,PATNA,IGNDPS,4219,535,67,3039,578,2201,2265,30/07/24
2023-2024,1,10,BIHAR,223,SUPAUL,IGNDPS,1036,157,17,661,201,716,865,30/07/24
2023-2024,1,11,SIKKIM,226,NORTH DISTRICT,IGNDPS,31,0,29,0,2,0,0,30/07/24
2023-2024,1,12,ARUNACHAL PRADESH,232,EAST SIANG,IGNDPS,196,0,196,0,0,102,0,30/07/24
2023-2024,1,12,ARUNACHAL PRADESH,240,UPPER SIANG,IGNDPS,86,0,86,0,0,42,0,30/07/24
2023-2024,1,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,IGNDPS,228,0,228,0,0,44,0,30/07/24
2023-2024,1,12,ARUNACHAL PRADESH,242,WEST KAMENG,IGNDPS,129,0,129,0,0,56,0,30/07/24
2023-2024,1,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNDPS,47,0,47,0,0,26,0,30/07/24
2023-2024,1,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,30/07/24
2023-2024,1,13,NAGALAND,614,KIPHIRE,IGNDPS,75,0,75,0,0,12,4,30/07/24
2023-2024,1,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,5,30/07/24
2023-2024,1,15,MIZORAM,263,KOLASIB,IGNDPS,49,0,49,0,0,38,40,30/07/24
2023-2024,1,17,MEGHALAYA,273,EAST GARO HILLS,IGNDPS,131,1,122,8,0,116,6,30/07/24
2023-2024,1,17,MEGHALAYA,279,WEST KHASI HILLS,IGNDPS,155,1,153,0,1,97,70,30/07/24
2023-2024,1,18,ASSAM,284,DHEMAJI,IGNDPS,743,44,254,124,321,592,487,30/07/24
2023-2024,1,18,ASSAM,299,DIMA HASAO,IGNDPS,98,0,70,23,5,89,98,30/07/24
2023-2024,1,18,ASSAM,618,KAMRUP METRO,IGNDPS,125,16,14,86,9,108,114,30/07/24
2023-2024,1,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNDPS,3360,714,261,2335,50,3234,3163,30/07/24
2023-2024,1,19,WEST BENGAL,702,KALIMPONG,IGNDPS,368,42,109,217,0,359,368,30/07/24
2023-2024,1,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,59,37,6,16,0,54,56,30/07/24
2023-2024,1,2,HIMACHAL PRADESH,18,KANGRA,IGNDPS,191,58,10,77,46,27,0,30/07/24
2023-2024,1,2,HIMACHAL PRADESH,22,MANDI,IGNDPS,153,38,3,103,9,48,0,30/07/24
2023-2024,1,20,JHARKHAND,333,JAMTARA,IGNDPS,1044,186,199,65,594,1015,1007,30/07/24
2023-2024,1,21,ODISHA,350,CUTTACK,IGNDPS,3823,384,31,2507,901,3537,1651,30/07/24
2023-2024,1,21,ODISHA,360,KENDRAPARA,IGNDPS,3679,501,6,2062,1110,3675,1888,30/07/24
2023-2024,1,21,ODISHA,372,SONEPUR,IGNDPS,1485,296,96,566,527,1483,866,30/07/24
2023-2024,1,22,CHHATTISGARH,378,DURG,IGNDPS,842,43,23,533,243,789,449,30/07/24
2023-2024,1,22,CHHATTISGARH,382,KABIRDHAM,IGNDPS,294,62,50,38,144,268,78,30/07/24
2023-2024,1,22,CHHATTISGARH,387,RAIPUR,IGNDPS,1731,115,55,1074,487,1385,716,30/07/24
2023-2024,1,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1216,248,104,249,615,1162,243,30/07/24
2023-2024,1,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1038,130,27,434,447,922,508,30/07/24
2023-2024,1,22,CHHATTISGARH,762,SAKTI,IGNDPS,1414,349,51,573,441,1309,338,30/07/24
2023-2024,1,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNDPS,1022,305,115,105,497,536,425,30/07/24
2023-2024,1,23,MADHYA PRADESH,392,BALAGHAT,IGNDPS,2214,205,402,60,1547,1481,650,30/07/24
2023-2024,1,23,MADHYA PRADESH,400,DAMOH,IGNDPS,3306,866,323,328,1789,1656,829,30/07/24
2023-2024,1,23,MADHYA PRADESH,406,GUNA,IGNDPS,1593,375,249,147,822,746,436,30/07/24
2023-2024,1,23,MADHYA PRADESH,411,JABALPUR,IGNDPS,5370,964,1280,576,2550,2459,901,30/07/24
2023-2024,1,23,MADHYA PRADESH,424,REWA,IGNDPS,4515,1010,587,1261,1657,1737,1195,30/07/24
2023-2024,1,23,MADHYA PRADESH,430,SHAJAPUR,IGNDPS,1665,564,69,245,787,795,469,30/07/24
2023-2024,1,23,MADHYA PRADESH,432,SHIVPURI,IGNDPS,2202,618,353,156,1075,936,862,30/07/24
2023-2024,1,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,30/07/24
2023-2024,1,24,GUJARAT,440,ANAND,IGNDPS,1039,144,12,527,352,735,779,30/07/24
2023-2024,1,24,GUJARAT,446,GANDHINAGAR,IGNDPS,152,25,1,77,47,128,112,30/07/24
2023-2024,1,24,GUJARAT,461,VADODARA,IGNDPS,504,61,22,388,30,374,281,30/07/24
2023-2024,1,24,GUJARAT,668,CHHOTA UDEPUR,IGNDPS,271,16,233,16,6,250,63,30/07/24
2023-2024,1,24,GUJARAT,669,MAHISAGAR,IGNDPS,1316,68,106,1089,53,1203,825,30/07/24
2023-2024,1,24,GUJARAT,674,DEVBHUMI DWARKA,IGNDPS,341,20,0,247,74,222,222,30/07/24
2023-2024,1,27,MAHARASHTRA,472,BULDHANA,IGNDPS,748,15,0,729,4,657,80,30/07/24
2023-2024,1,27,MAHARASHTRA,473,CHANDRAPUR,IGNDPS,1195,40,36,1028,91,1013,821,30/07/24
2023-2024,1,27,MAHARASHTRA,475,GADCHIROLI,IGNDPS,464,82,93,114,175,455,206,30/07/24
2023-2024,1,27,MAHARASHTRA,478,JALGAON,IGNDPS,593,9,1,575,8,549,240,30/07/24
2023-2024,1,27,MAHARASHTRA,479,JALNA,IGNDPS,368,0,0,367,1,342,232,30/07/24
2023-2024,1,27,MAHARASHTRA,485,NANDED,IGNDPS,38,5,1,27,5,33,28,30/07/24
2023-2024,1,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,505,12,298,169,26,484,66,30/07/24
2023-2024,1,27,MAHARASHTRA,488,OSMANABAD,IGNDPS,78,4,0,74,0,55,5,30/07/24
2023-2024,1,27,MAHARASHTRA,489,PARBHANI,IGNDPS,196,3,0,191,2,175,40,30/07/24
2023-2024,1,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,289,9,0,267,13,173,40,30/07/24
2023-2024,1,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,295,13,17,238,27,289,120,30/07/24
2023-2024,1,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNDPS,2600,603,132,574,1291,1522,1348,30/07/24
2023-2024,1,29,KARNATAKA,534,DAKSHINA KANNADA,IGNDPS,424,27,15,6,376,411,296,30/07/24
2023-2024,1,29,KARNATAKA,537,GADAG,IGNDPS,1576,108,54,482,932,1569,1278,30/07/24
2023-2024,1,3,PUNJAB,29,FARIDKOT,IGNDPS,209,15,0,192,2,110,163,30/07/24
2023-2024,1,3,PUNJAB,33,HOSHIARPUR,IGNDPS,215,27,0,188,0,104,215,30/07/24
2023-2024,1,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,30/07/24
2023-2024,1,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,30/07/24
2023-2024,1,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,30/07/24
2023-2024,1,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,30/07/24
2023-2024,1,32,KERALA,562,MALAPPURAM,IGNDPS,3615,101,59,3455,0,1984,3150,30/07/24
2023-2024,1,32,KERALA,564,PATHANAMTHITTA,IGNDPS,992,36,29,927,0,680,622,30/07/24
2023-2024,1,33,TAMIL NADU,570,CUDDALORE,IGNDPS,4302,1371,1,205,2725,3304,4240,30/07/24
2023-2024,1,33,TAMIL NADU,585,SIVAGANGAI,IGNDPS,446,64,0,111,271,369,445,30/07/24
2023-2024,1,33,TAMIL NADU,587,THE NILGIRIS,IGNDPS,354,118,11,32,193,284,354,30/07/24
2023-2024,1,33,TAMIL NADU,597,VIRUDHUNAGAR,IGNDPS,2675,444,0,266,1965,1776,2668,30/07/24
2023-2024,1,36,TELANGANA,522,WARANGAL,IGNDPS,2105,430,212,139,1324,1743,1940,30/07/24
2023-2024,1,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,30/07/24
2023-2024,1,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,8,2,0,50,60,59,30/07/24
2023-2024,1,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNDPS,163,33,1,0,129,163,147,30/07/24
2023-2024,1,36,TELANGANA,688,MAHABUBABAD,IGNDPS,334,44,111,0,179,332,307,30/07/24
2023-2024,1,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNDPS,713,89,217,0,407,713,624,30/07/24
2023-2024,1,36,TELANGANA,691,SANGAREDDY,IGNDPS,823,184,21,0,618,823,762,30/07/24
2023-2024,1,36,TELANGANA,700,MEDCHAL,IGNDPS,348,74,2,39,233,342,340,30/07/24
2023-2024,1,37,LADAKH,6,KARGIL,IGNDPS,98,0,98,0,0,0,0,30/07/24
2023-2024,1,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNDPS,301,24,27,163,87,76,221,30/07/24
2023-2024,1,4,CHANDIGARH,44,CHANDIGARH,IGNDPS,104,0,0,104,0,102,4,30/07/24
2023-2024,1,5,UTTARAKHAND,45,ALMORA,IGNDPS,313,75,0,233,5,133,145,30/07/24
2023-2024,1,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,30/07/24
2023-2024,1,5,UTTARAKHAND,48,CHAMPAWAT,IGNDPS,181,24,1,154,2,47,80,30/07/24
2023-2024,1,5,UTTARAKHAND,51,NAINITAL,IGNDPS,101,23,0,76,2,53,69,30/07/24
2023-2024,1,5,UTTARAKHAND,52,PAURI GARHWAL,IGNDPS,61,10,0,51,0,18,15,30/07/24
2023-2024,1,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNDPS,56,8,0,48,0,22,8,30/07/24
2023-2024,1,5,UTTARAKHAND,56,UDAM SINGH NAGAR,IGNDPS,320,39,46,174,61,95,232,30/07/24
2023-2024,1,6,HARYANA,61,FATEHABAD,IGNDPS,2590,564,0,1671,355,1516,539,30/07/24
2023-2024,1,6,HARYANA,62,GURUGRAM,IGNDPS,1306,238,0,735,333,749,281,30/07/24
2023-2024,1,6,HARYANA,68,KURUKSHETRA,IGNDPS,1809,525,0,592,692,1330,954,30/07/24
2023-2024,1,6,HARYANA,71,PANIPAT,IGNDPS,1458,255,0,755,448,979,550,30/07/24
2023-2024,1,7,DELHI,77,CENTRAL,IGNDPS,201,0,0,200,1,201,194,30/07/24
2023-2024,1,7,DELHI,81,NORTH EAST,IGNDPS,702,0,0,695,7,702,679,30/07/24
2023-2024,1,7,DELHI,85,WEST,IGNDPS,552,0,0,551,1,552,539,30/07/24
2023-2024,1,8,RAJASTHAN,100,GANGANAGAR,IGNDPS,1836,944,8,191,693,1575,1557,30/07/24
2023-2024,1,8,RAJASTHAN,86,AJMER,IGNDPS,329,77,8,70,174,234,252,30/07/24
2023-2024,1,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,30/07/24
2023-2024,1,8,RAJASTHAN,99,DUNGARPUR,IGNDPS,1414,41,1133,99,141,945,1079,30/07/24
2023-2024,1,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNDPS,4901,1083,6,1222,2590,1922,3195,30/07/24
2023-2024,1,9,UTTAR PRADESH,134,BULANDSHAHR,IGNDPS,1662,462,3,429,768,678,1107,30/07/24
2023-2024,1,9,UTTAR PRADESH,151,JALAUN,IGNDPS,907,269,0,269,369,441,601,30/07/24
2023-2024,1,9,UTTAR PRADESH,168,MAU,IGNDPS,1818,502,15,313,988,669,969,30/07/24
2023-2024,1,9,UTTAR PRADESH,169,MEERUT,IGNDPS,973,227,0,445,301,349,667,30/07/24
2024-2025,4,1,JAMMU AND KASHMIR,14,UDHAMPUR,IGNDPS,16,3,1,11,1,14,1,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,2,BADGAM,IGNDPS,120,1,0,116,3,120,73,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,5,JAMMU,IGNDPS,14,2,1,10,1,14,1,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,7,KATHUA,IGNDPS,102,47,12,43,0,102,7,29/07/24
2024-2025,4,1,JAMMU AND KASHMIR,8,KUPWARA,IGNDPS,138,1,0,91,46,138,94,29/07/24
2024-2025,4,10,BIHAR,192,BHAGALPUR,IGNDPS,2874,350,62,2324,138,1917,2252,29/07/24
2024-2025,4,10,BIHAR,194,BUXAR,IGNDPS,1686,354,37,1220,75,1180,1311,29/07/24
2024-2025,4,10,BIHAR,200,KAIMUR (BHABUA),IGNDPS,1624,349,65,965,245,1021,1339,29/07/24
2024-2025,4,10,BIHAR,201,KATIHAR,IGNDPS,2102,111,22,1817,152,1429,1629,29/07/24
2024-2025,4,10,BIHAR,208,MUZAFFARPUR,IGNDPS,3652,689,15,2806,142,2600,3082,29/07/24
2024-2025,4,10,BIHAR,220,SHEOHAR,IGNDPS,478,28,1,400,49,366,326,29/07/24
2024-2025,4,10,BIHAR,222,SIWAN,IGNDPS,4943,779,305,2207,1652,3314,3781,29/07/24
2024-2025,4,10,BIHAR,224,VAISHALI,IGNDPS,3094,718,5,783,1588,2097,2542,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,229,CHANGLANG,IGNDPS,230,0,230,0,0,140,202,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNDPS,101,0,99,2,0,81,12,29/07/24
2024-2025,4,12,ARUNACHAL PRADESH,239,TIRAP,IGNDPS,163,0,163,0,0,85,0,29/07/24
